XP_035657343.1	PE_Scaf1142_1.4	PY_T04693
XP_035686493.1	PE_Scaf2959_6.9	PY_T07671
XP_035686498.1	PE_Scaf3475_17.3	PY_T00706
XP_035686551.1	PE_Scaf12035_0.6	PY_T12703
XP_035686572.1	PE_Scaf6465_0.6	PY_T01838
XP_035686629.1	PE_Scaf4905_3.4	PY_T06781
XP_035686652.1	PE_Scaf3428_1.14	PY_T07173
XP_035686727.1	PE_Scaf9700_1.9	PY_T05004
XP_035686732.1	PE_Scaf9461_10.2	PY_T06722
XP_035686739.1	PE_Scaf11952_12.6	PY_T07169
XP_035686766.1	PE_Scaf2995_1.37	PY_T07807
XP_035686767.1	PE_Scaf10320_4.9	PY_T10732
XP_035686779.1	PE_Scaf3640_5.1	PY_T07637
XP_035686790.1	PE_Scaf11118_3.9	PY_T13219
XP_035686794.1	PE_Scaf10389_0.9	PY_T07406
XP_035686811.1	PE_Scaf7759_1.6	PY_T09515
XP_035686869.1	PE_Scaf9099_10.5	PY_T10064
XP_035686908.1	PE_Scaf4641_1.7	PY_T07937
XP_035686984.1	PE_Scaf12480_0.3	PY_T10940
XP_035687029.1	PE_Scaf6916_0.13	PY_T06605
XP_035687032.1	PE_Scaf3487_1.7	PY_T07622
XP_035687041.1	PE_Scaf11613_1.8	PY_T13562
XP_035687044.1	PE_Scaf10440_2.3	PY_T26296
XP_035687064.1	PE_Scaf7989_1.3	PY_T07685
XP_035687101.1	PE_Scaf11319_3.7	PY_T07719
XP_035687165.1	PE_Scaf8521_1.3	PY_T07905
XP_035687180.1	PE_Scaf1452_0.6	PY_T07120
XP_035687181.1	PE_Scaf11921_8.5	PY_T07024
XP_035687182.1	PE_Scaf1644_1.6	PY_T04023
XP_035687183.1	PE_Scaf7871_2.14	PY_T07385
XP_035687196.1	PE_Scaf5871_0.2	PY_T06702
XP_035687208.1	PE_Scaf6698_9.7	PY_T07476
XP_035687222.1	PE_Scaf6938_0.8	PY_T07461
XP_035687230.1	PE_Scaf9539_0.6	PY_T07157
XP_035687245.1	PE_Scaf11196_1.2	PY_T06882
XP_035687252.1	PE_Scaf11952_22.4	PY_T06820
XP_035687270.1	PE_Scaf2308_13.3	PY_T17981
XP_035687278.1	PE_Scaf9619_2.8	PY_T07658
XP_035687286.1	PE_Scaf4035_6.6	PY_T07757
XP_035687319.1	PE_Scaf11952_16.11	PY_T04749
XP_035687325.1	PE_Scaf2100_0.2	PY_T19900
XP_035687335.1	PE_Scaf11603_11.3	PY_T15328
XP_035687338.1	PE_Scaf1064_0.0	PY_T10173
XP_035687349.1	PE_Scaf4035_6.11	PY_T07758
XP_035687369.1	PE_Scaf983_5.20	PY_T21806
XP_035687386.1	PE_Scaf10935_5.2	PY_T22032
XP_035687401.1	PE_Scaf9806_1.11	PY_T07856
XP_035687415.1	PE_Scaf8368_2.25	PY_T07094
XP_035687434.1	PE_Scaf11161_1.10	PY_T22019
XP_035687498.1	PE_Scaf6103_0.12	PY_T21909
XP_035687500.1	PE_Scaf3326_0.8	PY_T07562
XP_035687527.1	PE_Scaf205_0.4	PY_T01143
XP_035687544.1	PE_Scaf2448_5.11	PY_T11987
XP_035687570.1	PE_Scaf4872_0.6	PY_T00708
XP_035687571.1	PE_Scaf12326_9.9	PY_T20806
XP_035687584.1	PE_Scaf9044_0.9	PY_T07690
XP_035687611.1	PE_Scaf11797_9.8	PY_T06981
XP_035687617.1	PE_Scaf5377_2.11	PY_T06649
XP_035687619.1	PE_Scaf10269_5.34	PY_T19548
XP_035687622.1	PE_Scaf505_2.1	PY_T03204
XP_035687637.1	PE_Scaf9806_1.13	PY_T07855
XP_035687644.1	PE_Scaf2232_6.12	PY_T15816
XP_035687653.1	PE_Scaf7584_1.2	PY_T07407
XP_035687669.1	PE_Scaf1040_6.4	PY_T06754
XP_035687684.1	PE_Scaf5654_0.6	PY_T16068
XP_035687685.1	PE_Scaf11921_7.5	PY_T07677
XP_035687717.1	PE_Scaf8928_4.8	PY_T09691
XP_035687732.1	PE_Scaf8193_6.7	PY_T15347
XP_035687761.1	PE_Scaf4548_2.4	PY_T07161
XP_035687765.1	PE_Scaf12037_2.20	PY_T10154
XP_035687766.1	PE_Scaf6916_0.14	PY_T07853
XP_035687776.1	PE_Scaf4591_8.0	PY_T10808
XP_035687777.1	PE_Scaf6376_4.3	PY_T07802
XP_035687780.1	PE_Scaf9825_3.11	PY_T16862
XP_035687783.1	PE_Scaf4267_6.3	PY_T01940
XP_035687801.1	PE_Scaf8928_7.3	PY_T04708
XP_035687805.1	PE_Scaf12378_8.8	PY_T22450
XP_035687842.1	PE_Scaf4664_3.14	PY_T19682
XP_035687902.1	PE_Scaf6997_16.1	PY_T19249
XP_035687917.1	PE_Scaf5990_0.20	PY_T19882
XP_035687964.1	PE_Scaf6047_2.10	PY_T19244
XP_035688002.1	PE_Scaf11629_11.5	PY_T10515
XP_035688028.1	PE_Scaf7486_0.1	PY_T22102
XP_035688031.1	PE_Scaf11212_1.1	PY_T22325
XP_035688046.1	PE_Scaf5982_6.3	PY_T19258
XP_035688055.1	PE_Scaf3532_3.7	PY_T21862
XP_035688056.1	PE_Scaf10706_1.9	PY_T19305
XP_035688057.1	PE_Scaf10706_1.8	PY_T19306
XP_035688059.1	PE_Scaf8672_1.12	PY_T19357
XP_035688091.1	PE_Scaf5982_8.3	PY_T19728
XP_035688113.1	PE_Scaf6643_0.5	PY_T19364
XP_035688130.1	PE_Scaf848_1.2	PY_T19610
XP_035688135.1	PE_Scaf9327_8.9	PY_T19763
XP_035688136.1	PE_Scaf7073_0.4	PY_T19611
XP_035688143.1	PE_Scaf2896_5.4	PY_T10660
XP_035688165.1	PE_Scaf8014_2.1	PY_T00829
XP_035688168.1	PE_Scaf6526_0.4	PY_T10740
XP_035688174.1	PE_Scaf2926_9.4	PY_T19686
XP_035688203.1	PE_Scaf10639_7.6	PY_T19616
XP_035688237.1	PE_Scaf1958_0.7	PY_T19512
XP_035688257.1	PE_Scaf6047_2.15	PY_T19243
XP_035688274.1	PE_Scaf3292_4.2	PY_T09729
XP_035688277.1	PE_Scaf11213_5.8	PY_T00278
XP_035688278.1	PE_Scaf7124_7.2	PY_T19116
XP_035688305.1	PE_Scaf5557_3.13	PY_T19730
XP_035688329.1	PE_Scaf10541_5.5	PY_T19807
XP_035688331.1	PE_Scaf2654_3.6	PY_T19918
XP_035688334.1	PE_Scaf622_3.6	PY_T19532
XP_035688336.1	PE_Scaf2264_3.8	PY_T19593
XP_035688355.1	PE_Scaf10602_6.4	PY_T00602
XP_035688356.1	PE_Scaf11736_4.5	PY_T19240
XP_035688357.1	PE_Scaf4046_5.3	PY_T19120
XP_035688383.1	PE_Scaf11912_0.7	PY_T13220
XP_035688415.1	PE_Scaf2101_2.4	PY_T19917
XP_035688430.1	PE_Scaf622_4.5	PY_T19683
XP_035688432.1	PE_Scaf5286_0.2	PY_T19436
XP_035688435.1	PE_Scaf12167_7.9	PY_T17756
XP_035688446.1	PE_Scaf8950_13.5	PY_T19435
XP_035688466.1	PE_Scaf4046_5.12	PY_T19591
XP_035688473.1	PE_Scaf8980_5.5	PY_T21974
XP_035688484.1	PE_Scaf11420_2.5	PY_T19085
XP_035688514.1	PE_Scaf8001_2.3	PY_T19813
XP_035688516.1	PE_Scaf10861_2.11	PY_T19830
XP_035688519.1	PE_Scaf7946_0.3	PY_T09532
XP_035688521.1	PE_Scaf11736_3.3	PY_T18980
XP_035688546.1	PE_Scaf9099_6.6	PY_T10345
XP_035688564.1	PE_Scaf438_2.3	PY_T19540
XP_035688565.1	PE_Scaf1121_6.3	PY_T06189
XP_035688578.1	PE_Scaf3853_18.3	PY_T10679
XP_035688586.1	PE_Scaf9387_1.3	PY_T00686
XP_035688587.1	PE_Scaf4664_2.4	PY_T19531
XP_035688590.1	PE_Scaf3853_20.0	PY_T10526
XP_035688594.1	PE_Scaf9585_3.4	PY_T19440
XP_035688603.1	PE_Scaf6997_4.3	PY_T01815
XP_035688604.1	PE_Scaf2096_9.8	PY_T00355
XP_035688606.1	PE_Scaf8950_8.0	PY_T19738
XP_035688623.1	PE_Scaf2609_1.12	PY_T09841
XP_035688628.1	PE_Scaf10861_3.9	PY_T00830
XP_035688629.1	PE_Scaf2100_1.7	PY_T19445
XP_035688630.1	PE_Scaf8248_0.6	PY_T08524
XP_035688650.1	PE_Scaf2808_7.5	PY_T17982
XP_035688662.1	PE_Scaf10076_5.5	PY_T03300
XP_035688663.1	PE_Scaf10269_3.11	PY_T19867
XP_035688682.1	PE_Scaf9387_1.15	PY_T00687
XP_035688695.1	PE_Scaf9001_10.6	PY_T19115
XP_035688697.1	PE_Scaf9490_6.2	PY_T18787
XP_035688703.1	PE_Scaf3941_2.5	PY_T10382
XP_035688725.1	PE_Scaf2890_1.5	PY_T23463
XP_035688746.1	PE_Scaf10602_4.3	PY_T19081
XP_035688768.1	PE_Scaf11008_0.5	PY_T19071
XP_035688782.1	PE_Scaf381_2.5	PY_T21939
XP_035688798.1	PE_Scaf7929_12.8	PY_T19875
XP_035688806.1	PE_Scaf9387_3.12	PY_T19384
XP_035688807.1	PE_Scaf10541_5.4	PY_T19491
XP_035688817.1	PE_Scaf10602_3.28	PY_T19566
XP_035688824.1	PE_Scaf11679_1.5	PY_T12481
XP_035688850.1	PE_Scaf8672_5.6	PY_T19551
XP_035688871.1	PE_Scaf228_0.4	PY_T15087
XP_035688882.1	PE_Scaf6273_7.7	PY_T23600
XP_035688894.1	PE_Scaf10706_1.15	PY_T19761
XP_035688895.1	PE_Scaf10541_5.16	PY_T19535
XP_035688897.1	PE_Scaf8255_1.6	PY_T19645
XP_035688906.1	PE_Scaf1349_2.5	PY_T19265
XP_035688912.1	PE_Scaf7805_1.8	PY_T10554
XP_035688914.1	PE_Scaf11213_2.4	PY_T19804
XP_035688931.1	PE_Scaf3950_6.4	PY_T09936
XP_035688943.1	PE_Scaf9174_8.15	PY_T19492
XP_035688947.1	PE_Scaf622_4.4	PY_T19632
XP_035688953.1	PE_Scaf2544_2.4	PY_T23745
XP_035688955.1	PE_Scaf2018_2.7	PY_T12323
XP_035688961.1	PE_Scaf3292_0.9	PY_T19691
XP_035688980.1	PE_Scaf9490_1.5	PY_T19805
XP_035688987.1	PE_Scaf12481_1.6	PY_T18153
XP_035689011.1	PE_Scaf10269_5.16	PY_T19215
XP_035689021.1	PE_Scaf2489_9.11	PY_T09572
XP_035689037.1	PE_Scaf2973_4.3	PY_T19339
XP_035689044.1	PE_Scaf7291_1.7	PY_T18032
XP_035689066.1	PE_Scaf10658_0.13	PY_T19614
XP_035689069.1	PE_Scaf9502_0.7	PY_T18397
XP_035689076.1	PE_Scaf2489_9.10	PY_T09932
XP_035689080.1	PE_Scaf10658_0.14	PY_T19613
XP_035689094.1	PE_Scaf5557_2.4	PY_T19619
XP_035689101.1	PE_Scaf5557_0.11	PY_T19800
XP_035689110.1	PE_Scaf1964_2.4	PY_T10518
XP_035689119.1	PE_Scaf11536_3.9	PY_T19145
XP_035689134.1	PE_Scaf2308_7.5	PY_T22264
XP_035689188.1	PE_Scaf6751_1.4	PY_T19261
XP_035689194.1	PE_Scaf10772_1.4	PY_T06632
XP_035689201.1	PE_Scaf848_1.3	PY_T19131
XP_035689202.1	PE_Scaf5700_0.11	PY_T18964
XP_035689205.1	PE_Scaf2100_21.0	PY_T19704
XP_035689208.1	PE_Scaf1706_3.5	PY_T03774
XP_035689219.1	PE_Scaf7806_1.8	PY_T19831
XP_035689265.1	PE_Scaf6084_2.6	PY_T19038
XP_035689266.1	PE_Scaf3334_4.3	PY_T19487
XP_035689292.1	PE_Scaf8001_1.4	PY_T19534
XP_035689293.1	PE_Scaf12435_1.6	PY_T17919
XP_035689312.1	PE_Scaf2096_9.7	PY_T19577
XP_035689348.1	PE_Scaf10013_0.3	PY_T19576
XP_035689361.1	PE_Scaf10269_4.1	PY_T19631
XP_035689399.1	PE_Scaf12500_20.5	PY_T09978
XP_035689401.1	PE_Scaf8615_7.5	PY_T19470
XP_035689406.1	PE_Scaf2590_0.7	PY_T10463
XP_035689461.1	PE_Scaf5328_2.10	PY_T19589
XP_035689462.1	PE_Scaf5328_2.7	PY_T19878
XP_035689491.1	PE_Scaf9001_11.12	PY_T19826
XP_035689497.1	PE_Scaf6302_1.9	PY_T19334
XP_035689519.1	PE_Scaf438_2.2	PY_T19829
XP_035689562.1	PE_Scaf129_1.8	PY_T22214
XP_035689596.1	PE_Scaf10821_13.4	PY_T10980
XP_035689598.1	PE_Scaf8273_0.5	PY_T19803
XP_035689616.1	PE_Scaf6659_0.6	PY_T19694
XP_035689623.1	PE_Scaf9971_2.2	PY_T19527
XP_035689648.1	PE_Scaf5286_3.3	PY_T19132
XP_035689661.1	PE_Scaf8950_7.3	PY_T19799
XP_035689668.1	PE_Scaf639_6.7	PY_T19352
XP_035689676.1	PE_Scaf39_0.4	PY_T19170
XP_035689677.1	PE_Scaf12253_12.4	PY_T00420
XP_035689700.1	PE_Scaf622_5.12	PY_T19727
XP_035689702.1	PE_Scaf3182_0.6	PY_T19739
XP_035689723.1	PE_Scaf10783_2.3	PY_T09837
XP_035689734.1	PE_Scaf10824_6.6	PY_T10178
XP_035689741.1	PE_Scaf10639_1.4	PY_T19407
XP_035689742.1	PE_Scaf11582_2.4	PY_T19637
XP_035689743.1	PE_Scaf3992_18.7	PY_T19859
XP_035689745.1	PE_Scaf11256_2.12	PY_T12869
XP_035689748.1	PE_Scaf3292_2.3	PY_T19304
XP_035689796.1	PE_Scaf8559_3.5	PY_T09456
XP_035689805.1	PE_Scaf12040_0.9	PY_T19206
XP_035689806.1	PE_Scaf6773_1.10	PY_T19140
XP_035689815.1	PE_Scaf8808_1.10	PY_T19827
XP_035689818.1	PE_Scaf12639_1.3	PY_T09571
XP_035689824.1	PE_Scaf4857_10.17	PY_T04384
XP_035689832.1	PE_Scaf2216_5.1	PY_T21445
XP_035689908.1	PE_Scaf8273_0.6	PY_T19042
XP_035689914.1	PE_Scaf485_7.7	PY_T01615
XP_035689916.1	PE_Scaf485_7.10	PY_T10039
XP_035689921.1	PE_Scaf485_7.14	PY_T10040
XP_035689928.1	PE_Scaf11154_4.10	PY_T16662
XP_035689929.1	PE_Scaf334_0.5	PY_T07623
XP_035689974.1	PE_Scaf10306_1.6	PY_T16188
XP_035689996.1	PE_Scaf9517_0.2	PY_T16176
XP_035690017.1	PE_Scaf2232_7.8	PY_T01551
XP_035690088.1	PE_Scaf450_1.6	PY_T16701
XP_035690101.1	PE_Scaf7702_2.11	PY_T16039
XP_035690104.1	PE_Scaf6813_16.14	PY_T09562
XP_035690119.1	PE_Scaf1990_8.3	PY_T15767
XP_035690121.1	PE_Scaf7341_7.4	PY_T16278
XP_035690122.1	PE_Scaf4513_2.4	PY_T17146
XP_035690142.1	PE_Scaf4459_3.5	PY_T10350
XP_035690148.1	PE_Scaf11984_5.5	PY_T16047
XP_035690149.1	PE_Scaf4540_18.3	PY_T16448
XP_035690157.1	PE_Scaf2083_0.7	PY_T06730
XP_035690159.1	PE_Scaf4540_19.13	PY_T16727
XP_035690168.1	PE_Scaf11154_3.3	PY_T16021
XP_035690170.1	PE_Scaf3582_1.4	PY_T16022
XP_035690200.1	PE_Scaf7121_4.19	PY_T12919
XP_035690218.1	PE_Scaf6452_2.3	PY_T16565
XP_035690219.1	PE_Scaf248_6.4	PY_T16134
XP_035690220.1	PE_Scaf248_6.7	PY_T16121
XP_035690244.1	PE_Scaf1990_7.9	PY_T16468
XP_035690250.1	PE_Scaf2957_6.1	PY_T15705
XP_035690255.1	PE_Scaf6145_2.5	PY_T15987
XP_035690260.1	PE_Scaf9746_6.4	PY_T16347
XP_035690269.1	PE_Scaf11593_0.1	PY_T16715
XP_035690271.1	PE_Scaf371_3.6	PY_T15803
XP_035690298.1	PE_Scaf7281_0.7	PY_T16791
XP_035690306.1	PE_Scaf8477_4.6	PY_T16356
XP_035690327.1	PE_Scaf8805_6.3	PY_T16672
XP_035690332.1	PE_Scaf4197_3.6	PY_T00430
XP_035690369.1	PE_Scaf2232_1.4	PY_T16402
XP_035690373.1	PE_Scaf131_0.1	PY_T16437
XP_035690398.1	PE_Scaf5783_5.8	PY_T16833
XP_035690407.1	PE_Scaf5681_1.17	PY_T15893
XP_035690418.1	PE_Scaf4264_3.6	PY_T09975
XP_035690428.1	PE_Scaf2232_4.5	PY_T16546
XP_035690448.1	PE_Scaf7030_11.0	PY_T26143
XP_035690449.1	PE_Scaf6030_0.13	PY_T16149
XP_035690455.1	PE_Scaf2870_4.6	PY_T10505
XP_035690472.1	PE_Scaf6538_2.4	PY_T15828
XP_035690473.1	PE_Scaf2882_3.11	PY_T16466
XP_035690479.1	PE_Scaf12585_13.0	PY_T16045
XP_035690482.1	PE_Scaf2232_5.5	PY_T16462
XP_035690493.1	PE_Scaf6238_0.3	PY_T16728
XP_035690511.1	PE_Scaf371_4.3	PY_T15804
XP_035690517.1	PE_Scaf2196_3.5	PY_T16118
XP_035690532.1	PE_Scaf3810_3.4	PY_T08273
XP_035690539.1	PE_Scaf11629_9.2	PY_T10514
XP_035690541.1	PE_Scaf12158_9.5	PY_T18312
XP_035690552.1	PE_Scaf9099_15.16	PY_T10542
XP_035690582.1	PE_Scaf4191_2.17	PY_T10340
XP_035690605.1	PE_Scaf7405_1.7	PY_T16334
XP_035690612.1	PE_Scaf3274_0.2	PY_T16827
XP_035690620.1	PE_Scaf11231_7.5	PY_T15794
XP_035690634.1	PE_Scaf8928_6.5	PY_T10439
XP_035690636.1	PE_Scaf7656_5.17	PY_T00135
XP_035690640.1	PE_Scaf9722_1.1	PY_T16851
XP_035690654.1	PE_Scaf5038_3.11	PY_T02000
XP_035690667.1	PE_Scaf11678_1.5	PY_T16515
XP_035690682.1	PE_Scaf10975_0.3	PY_T00533
XP_035690683.1	PE_Scaf11678_3.9	PY_T16075
XP_035690686.1	PE_Scaf5783_2.3	PY_T16410
XP_035690702.1	PE_Scaf9825_3.7	PY_T15999
XP_035690714.1	PE_Scaf7367_5.4	PY_T15923
XP_035690720.1	PE_Scaf4540_16.18	PY_T16667
XP_035690722.1	PE_Scaf6908_2.2	PY_T16337
XP_035690725.1	PE_Scaf2232_14.4	PY_T16753
XP_035690728.1	PE_Scaf12101_2.4	PY_T12050
XP_035690733.1	PE_Scaf3462_1.4	PY_T18244
XP_035690735.1	PE_Scaf11231_5.5	PY_T11391
XP_035690753.1	PE_Scaf4513_6.5	PY_T16219
XP_035690762.1	PE_Scaf992_1.4	PY_T16744
XP_035690763.1	PE_Scaf7367_3.5	PY_T16660
XP_035690780.1	PE_Scaf10930_3.8	PY_T02108
XP_035690783.1	PE_Scaf11154_3.5	PY_T16856
XP_035690785.1	PE_Scaf9825_4.4	PY_T15697
XP_035690787.1	PE_Scaf8805_10.6	PY_T16632
XP_035690788.1	PE_Scaf8477_6.5	PY_T16724
XP_035690796.1	PE_Scaf992_2.9	PY_T16657
XP_035690802.1	PE_Scaf1532_8.8	PY_T16654
XP_035690821.1	PE_Scaf11105_0.13	PY_T15891
XP_035690824.1	PE_Scaf2609_1.28	PY_T10690
XP_035690839.1	PE_Scaf7477_1.6	PY_T16825
XP_035690844.1	PE_Scaf2214_6.6	PY_T15924
XP_035690846.1	PE_Scaf2214_6.13	PY_T15925
XP_035690852.1	PE_Scaf7130_2.3	PY_T16225
XP_035690853.1	PE_Scaf2214_8.4	PY_T16545
XP_035690858.1	PE_Scaf3726_6.13	PY_T16577
XP_035690859.1	PE_Scaf12585_1.8	PY_T16450
XP_035690878.1	PE_Scaf2196_5.4	PY_T16790
XP_035690879.1	PE_Scaf6238_1.1	PY_T15801
XP_035690882.1	PE_Scaf7650_3.6	PY_T16868
XP_035690896.1	PE_Scaf12101_16.4	PY_T14222
XP_035690900.1	PE_Scaf11449_3.9	PY_T16105
XP_035690902.1	PE_Scaf2232_12.8	PY_T16806
XP_035690903.1	PE_Scaf11629_11.9	PY_T10011
XP_035690904.1	PE_Scaf2196_2.9	PY_T16669
XP_035690905.1	PE_Scaf1503_1.8	PY_T05479
XP_035690915.1	PE_Scaf182_0.11	PY_T22512
XP_035690919.1	PE_Scaf603_0.7	PY_T16209
XP_035690921.1	PE_Scaf9477_5.2	PY_T16530
XP_035690930.1	PE_Scaf11671_0.5	PY_T10646
XP_035690942.1	PE_Scaf1629_3.3	PY_T03297
XP_035690955.1	PE_Scaf11362_10.10	PY_T10126
XP_035690980.1	PE_Scaf603_1.9	PY_T15841
XP_035690982.1	PE_Scaf2196_6.16	PY_T00943
XP_035690984.1	PE_Scaf5456_2.5	PY_T16805
XP_035691013.1	PE_Scaf1532_9.1	PY_T16651
XP_035691014.1	PE_Scaf8231_6.4	PY_T16719
XP_035691015.1	PE_Scaf2279_4.26	PY_T16104
XP_035691022.1	PE_Scaf11615_5.5	PY_T18667
XP_035691043.1	PE_Scaf1416_4.7	PY_T21255
XP_035691054.1	PE_Scaf1025_4.5	PY_T00946
XP_035691061.1	PE_Scaf3562_7.9	PY_T10287
XP_035691063.1	PE_Scaf6782_15.6	PY_T13960
XP_035691064.1	PE_Scaf12500_10.1	PY_T16428
XP_035691066.1	PE_Scaf9470_9.5	PY_T09979
XP_035691067.1	PE_Scaf4428_3.8	PY_T15812
XP_035691078.1	PE_Scaf5306_0.11	PY_T15850
XP_035691079.1	PE_Scaf8437_1.12	PY_T16850
XP_035691080.1	PE_Scaf3726_4.12	PY_T16618
XP_035691083.1	PE_Scaf2696_13.4	PY_T16101
XP_035691093.1	PE_Scaf12500_11.7	PY_T16427
XP_035691097.1	PE_Scaf2305_2.4	PY_T00133
XP_035691100.1	PE_Scaf6924_5.5	PY_T16758
XP_035691101.1	PE_Scaf11982_1.3	PY_T07290
XP_035691117.1	PE_Scaf9470_10.5	PY_T03203
XP_035691118.1	PE_Scaf6642_0.4	PY_T06564
XP_035691119.1	PE_Scaf2300_1.7	PY_T15872
XP_035691122.1	PE_Scaf7222_5.5	PY_T11915
XP_035691131.1	PE_Scaf992_2.29	PY_T02074
XP_035691137.1	PE_Scaf1119_27.11	PY_T16488
XP_035691138.1	PE_Scaf992_2.26	PY_T02073
XP_035691186.1	PE_Scaf2957_4.2	PY_T15713
XP_035691196.1	PE_Scaf3614_3.4	PY_T15753
XP_035691198.1	PE_Scaf10822_1.6	PY_T08803
XP_035691199.1	PE_Scaf3614_2.2	PY_T15887
XP_035691205.1	PE_Scaf11846_0.3	PY_T14607
XP_035691210.1	PE_Scaf505_9.1	PY_T15983
XP_035691213.1	PE_Scaf6030_0.7	PY_T16203
XP_035691226.1	PE_Scaf4822_4.5	PY_T16077
XP_035691227.1	PE_Scaf6665_2.8	PY_T15944
XP_035691228.1	PE_Scaf4629_0.6	PY_T16333
XP_035691230.1	PE_Scaf6020_5.13	PY_T16210
XP_035691231.1	PE_Scaf1990_9.8	PY_T15766
XP_035691232.1	PE_Scaf7367_3.6	PY_T16446
XP_035691249.1	PE_Scaf3827_1.6	PY_T15798
XP_035691254.1	PE_Scaf6381_3.2	PY_T12214
XP_035691262.1	PE_Scaf9617_6.7	PY_T00527
XP_035691268.1	PE_Scaf12500_5.1	PY_T16494
XP_035691274.1	PE_Scaf3614_5.4	PY_T15710
XP_035691284.1	PE_Scaf9956_0.2	PY_T16027
XP_035691286.1	PE_Scaf11449_2.4	PY_T15836
XP_035691287.1	PE_Scaf1837_0.6	PY_T00336
XP_035691300.1	PE_Scaf8477_0.5	PY_T15717
XP_035691302.1	PE_Scaf603_0.5	PY_T15940
XP_035691314.1	PE_Scaf6908_3.6	PY_T16786
XP_035691325.1	PE_Scaf10753_9.2	PY_T10689
XP_035691327.1	PE_Scaf10753_8.6	PY_T10177
XP_035691366.1	PE_Scaf1280_1.10	PY_T16723
XP_035691368.1	PE_Scaf2590_0.8	PY_T10236
XP_035691378.1	PE_Scaf277_0.3	PY_T22661
XP_035691403.1	PE_Scaf9477_5.3	PY_T16659
XP_035691407.1	PE_Scaf4103_1.5	PY_T16137
XP_035691465.1	PE_Scaf12509_8.5	PY_T08270
XP_035691466.1	PE_Scaf6238_2.16	PY_T16120
XP_035691472.1	PE_Scaf4428_3.13	PY_T15842
XP_035691473.1	PE_Scaf3791_0.7	PY_T16349
XP_035691478.1	PE_Scaf10021_0.2	PY_T19309
XP_035691480.1	PE_Scaf1990_5.5	PY_T16469
XP_035691482.1	PE_Scaf3477_0.2	PY_T16155
XP_035691496.1	PE_Scaf9099_0.3	PY_T10767
XP_035691505.1	PE_Scaf7270_1.3	PY_T16740
XP_035691509.1	PE_Scaf65_0.6	PY_T10574
XP_035691512.1	PE_Scaf11449_2.7	PY_T15992
XP_035691515.1	PE_Scaf2232_13.4	PY_T15814
XP_035691517.1	PE_Scaf2232_13.5	PY_T15756
XP_035691527.1	PE_Scaf5913_4.10	PY_T08690
XP_035691542.1	PE_Scaf9956_1.3	PY_T16028
XP_035691544.1	PE_Scaf6782_10.4	PY_T10953
XP_035691565.1	PE_Scaf4540_26.12	PY_T15898
XP_035691569.1	PE_Scaf7409_7.2	PY_T18869
XP_035691574.1	PE_Scaf371_1.3	PY_T15979
XP_035691575.1	PE_Scaf371_2.3	PY_T15981
XP_035691582.1	PE_Scaf10464_3.12	PY_T10573
XP_035691595.1	PE_Scaf7433_1.16	PY_T10738
XP_035691650.1	PE_Scaf5436_2.5	PY_T04225
XP_035691662.1	PE_Scaf6297_1.10	PY_T05702
XP_035691674.1	PE_Scaf5154_1.8	PY_T16029
XP_035691685.1	PE_Scaf12024_13.7	PY_T16841
XP_035691686.1	PE_Scaf7130_4.2	PY_T16228
XP_035691705.1	PE_Scaf8469_2.2	PY_T17011
XP_035691752.1	PE_Scaf3111_13.7	PY_T10421
XP_035691772.1	PE_Scaf9658_2.9	PY_T10539
XP_035691792.1	PE_Scaf4540_20.4	PY_T15844
XP_035691793.1	PE_Scaf4540_20.5	PY_T18738
XP_035691798.1	PE_Scaf9658_1.6	PY_T10538
XP_035691810.1	PE_Scaf1407_1.10	PY_T15961
XP_035691811.1	PE_Scaf20_1.17	PY_T15920
XP_035691818.1	PE_Scaf4783_2.1	PY_T08106
XP_035691834.1	PE_Scaf7825_2.8	PY_T22480
XP_035691865.1	PE_Scaf9470_15.1	PY_T15720
XP_035691881.1	PE_Scaf573_2.8	PY_T09817
XP_035691912.1	PE_Scaf10217_1.3	PY_T16670
XP_035691913.1	PE_Scaf11044_0.0	PY_T10245
XP_035691915.1	PE_Scaf10306_1.8	PY_T16244
XP_035691921.1	PE_Scaf1763_1.5	PY_T16036
XP_035691922.1	PE_Scaf4103_4.4	PY_T16243
XP_035691929.1	PE_Scaf406_0.9	PY_T19182
XP_035691933.1	PE_Scaf3802_0.6	PY_T18273
XP_035691949.1	PE_Scaf4540_25.1	PY_T16438
XP_035691954.1	PE_Scaf1037_0.8	PY_T10415
XP_035691955.1	PE_Scaf6678_0.6	PY_T15762
XP_035691972.1	PE_Scaf6678_0.5	PY_T16431
XP_035691974.1	PE_Scaf1150_0.2	PY_T09953
XP_035691994.1	PE_Scaf9657_3.9	PY_T16417
XP_035691996.1	PE_Scaf5541_0.9	PY_T16415
XP_035692004.1	PE_Scaf4489_8.12	PY_T18643
XP_035692014.1	PE_Scaf2214_1.3	PY_T15840
XP_035692016.1	PE_Scaf4103_1.10	PY_T15701
XP_035692017.1	PE_Scaf2489_0.7	PY_T10413
XP_035692026.1	PE_Scaf1025_1.2	PY_T15873
XP_035692027.1	PE_Scaf7912_0.4	PY_T23785
XP_035692030.1	PE_Scaf2489_0.14	PY_T10414
XP_035692045.1	PE_Scaf12501_1.10	PY_T16487
XP_035692050.1	PE_Scaf1532_8.11	PY_T16653
XP_035692053.1	PE_Scaf8686_2.6	PY_T16652
XP_035692080.1	PE_Scaf2753_2.3	PY_T16781
