XP_035657343.1	PE_Scaf1142_1.4
XP_035694857.1	PE_Scaf6245_1.7
XP_035694860.1	PE_Scaf8333_3.23
XP_035694872.1	PE_Scaf3455_4.9
XP_035694883.1	PE_Scaf1480_2.3
XP_035694887.1	PE_Scaf3442_10.14
XP_035694889.1	PE_Scaf6245_6.11
XP_035694890.1	PE_Scaf9323_5.14
XP_035694895.1	PE_Scaf9323_5.10
XP_035694898.1	PE_Scaf6245_6.10
XP_035694905.1	PE_Scaf6297_1.8
XP_035694907.1	PE_Scaf2724_4.2
XP_035694912.1	PE_Scaf10839_4.5
XP_035694914.1	PE_Scaf10839_3.4
XP_035694930.1	PE_Scaf9907_3.0
XP_035694943.1	PE_Scaf2943_2.10
XP_035694956.1	PE_Scaf3240_2.10
XP_035694959.1	PE_Scaf7942_9.3
XP_035694960.1	PE_Scaf11944_6.16
XP_035694974.1	PE_Scaf12326_6.4
XP_035694975.1	PE_Scaf9708_8.2
XP_035694977.1	PE_Scaf8416_6.3
XP_035694979.1	PE_Scaf949_0.13
XP_035694986.1	PE_Scaf6297_1.9
XP_035694987.1	PE_Scaf6672_1.2
XP_035694988.1	PE_Scaf977_6.12
XP_035694990.1	PE_Scaf3111_11.7
XP_035694997.1	PE_Scaf6245_3.5
XP_035695054.1	PE_Scaf5802_13.5
XP_035695060.1	PE_Scaf1648_0.2
XP_035695070.1	PE_Scaf3967_15.6
XP_035695075.1	PE_Scaf3885_0.10
XP_035695082.1	PE_Scaf1625_2.5
XP_035695091.1	PE_Scaf1323_0.13
XP_035695092.1	PE_Scaf9736_5.4
XP_035695093.1	PE_Scaf8416_12.4
XP_035695102.1	PE_Scaf12326_12.17
XP_035695106.1	PE_Scaf12517_8.6
XP_035695110.1	PE_Scaf10543_0.3
XP_035695140.1	PE_Scaf746_2.5
XP_035695168.1	PE_Scaf2192_4.3
XP_035695169.1	PE_Scaf8416_10.6
XP_035695175.1	PE_Scaf825_1.7
XP_035695177.1	PE_Scaf7619_2.8
XP_035695192.1	PE_Scaf2145_1.1
XP_035695193.1	PE_Scaf10790_4.26
XP_035695194.1	PE_Scaf10320_4.11
XP_035695207.1	PE_Scaf3896_4.4
XP_035695224.1	PE_Scaf4774_3.21
XP_035695281.1	PE_Scaf2901_3.7
XP_035695297.1	PE_Scaf12390_3.5
XP_035695315.1	PE_Scaf4510_17.21
XP_035695319.1	PE_Scaf12208_13.3
XP_035695320.1	PE_Scaf2852_3.4
XP_035695323.1	PE_Scaf2440_1.5
XP_035695330.1	PE_Scaf4510_22.14
XP_035695332.1	PE_Scaf8333_2.18
XP_035695333.1	PE_Scaf8480_3.3
XP_035695335.1	PE_Scaf10330_0.5
XP_035695336.1	PE_Scaf2696_26.5
XP_035695360.1	PE_Scaf11091_5.5
XP_035695363.1	PE_Scaf3520_3.0
XP_035695365.1	PE_Scaf6851_0.4
XP_035695368.1	PE_Scaf1546_3.5
XP_035695386.1	PE_Scaf3455_3.2
XP_035695393.1	PE_Scaf5790_3.4
XP_035695395.1	PE_Scaf1102_11.7
XP_035695404.1	PE_Scaf3991_1.9
XP_035695411.1	PE_Scaf7427_2.7
XP_035695428.1	PE_Scaf2192_1.8
XP_035695429.1	PE_Scaf3985_1.3
XP_035695440.1	PE_Scaf12435_1.5
XP_035695449.1	PE_Scaf1503_3.13
XP_035695463.1	PE_Scaf3638_3.8
XP_035695474.1	PE_Scaf8592_2.3
XP_035695477.1	PE_Scaf9099_3.7
XP_035695502.1	PE_Scaf6297_0.3
XP_035695504.1	PE_Scaf3985_1.4
XP_035695505.1	PE_Scaf4659_2.4
XP_035695512.1	PE_Scaf11794_1.5
XP_035695513.1	PE_Scaf3512_12.16
XP_035695531.1	PE_Scaf4060_1.6
XP_035695536.1	PE_Scaf1558_5.10
XP_035695537.1	PE_Scaf4659_2.5
XP_035695548.1	PE_Scaf9046_4.2
XP_035695551.1	PE_Scaf2432_0.2
XP_035695553.1	PE_Scaf8412_5.8
XP_035695554.1	PE_Scaf8094_2.14
XP_035695555.1	PE_Scaf1546_4.9
XP_035695558.1	PE_Scaf11661_18.2
XP_035695560.1	PE_Scaf4774_3.11
XP_035695561.1	PE_Scaf4774_3.13
XP_035695564.1	PE_Scaf12326_12.19
XP_035695568.1	PE_Scaf3442_10.15
XP_035695569.1	PE_Scaf12390_2.13
XP_035695576.1	PE_Scaf2724_3.9
XP_035695580.1	PE_Scaf10083_0.12
XP_035695586.1	PE_Scaf3444_3.6
XP_035695587.1	PE_Scaf12517_9.2
XP_035695600.1	PE_Scaf8094_1.7
XP_035695602.1	PE_Scaf6854_15.9
XP_035695620.1	PE_Scaf3512_8.6
XP_035695621.1	PE_Scaf9907_4.14
XP_035695624.1	PE_Scaf9907_4.38
XP_035695632.1	PE_Scaf7807_0.3
XP_035695636.1	PE_Scaf7807_1.1
XP_035695638.1	PE_Scaf8094_2.19
XP_035695641.1	PE_Scaf4510_22.7
XP_035695648.1	PE_Scaf2696_14.1
XP_035695654.1	PE_Scaf8439_11.13
XP_035695659.1	PE_Scaf3126_3.4
XP_035695665.1	PE_Scaf11579_0.7
XP_035695674.1	PE_Scaf9708_5.4
XP_035695683.1	PE_Scaf5390_2.6
XP_035695696.1	PE_Scaf8333_3.13
XP_035695699.1	PE_Scaf2864_0.6
XP_035695704.1	PE_Scaf6246_0.5
XP_035695707.1	PE_Scaf1715_0.4
XP_035695718.1	PE_Scaf2145_7.11
XP_035695742.1	PE_Scaf3442_10.19
XP_035695752.1	PE_Scaf6601_2.7
XP_035695757.1	PE_Scaf11253_9.8
XP_035695784.1	PE_Scaf2100_19.11
XP_035695795.1	PE_Scaf1511_5.14
XP_035695796.1	PE_Scaf2440_4.5
XP_035695797.1	PE_Scaf9639_2.4
XP_035695832.1	PE_Scaf3331_8.18
XP_035695839.1	PE_Scaf1593_0.11
XP_035695856.1	PE_Scaf7894_3.3
XP_035695884.1	PE_Scaf7942_7.3
XP_035695890.1	PE_Scaf3885_0.11
XP_035695893.1	PE_Scaf6854_15.16
XP_035695894.1	PE_Scaf9099_1.2
XP_035695902.1	PE_Scaf12208_6.7
XP_035695911.1	PE_Scaf11944_6.8
XP_035695912.1	PE_Scaf9140_10.10
XP_035695919.1	PE_Scaf9104_2.12
XP_035695920.1	PE_Scaf4854_5.4
XP_035695923.1	PE_Scaf3635_1.1
XP_035695927.1	PE_Scaf12081_3.6
XP_035695962.1	PE_Scaf4257_3.1
XP_035695963.1	PE_Scaf9690_8.4
XP_035695969.1	PE_Scaf2844_4.2
XP_035695971.1	PE_Scaf11944_6.15
XP_035695974.1	PE_Scaf7894_0.6
XP_035695981.1	PE_Scaf8070_1.10
XP_035695989.1	PE_Scaf3240_5.6
XP_035695999.1	PE_Scaf6297_0.8
XP_035696005.1	PE_Scaf7942_3.3
XP_035696014.1	PE_Scaf9665_0.2
XP_035696017.1	PE_Scaf9099_6.4
XP_035696019.1	PE_Scaf4774_1.6
XP_035696022.1	PE_Scaf8672_1.11
XP_035696026.1	PE_Scaf3455_4.17
XP_035696041.1	PE_Scaf12684_3.18
XP_035696063.1	PE_Scaf6452_1.7
XP_035696064.1	PE_Scaf3442_10.26
XP_035696066.1	PE_Scaf3512_3.8
XP_035696093.1	PE_Scaf4383_0.12
XP_035696095.1	PE_Scaf8593_0.5
XP_035696098.1	PE_Scaf3444_5.2
XP_035696119.1	PE_Scaf6732_2.1
XP_035696121.1	PE_Scaf8516_1.22
XP_035696130.1	PE_Scaf8333_2.20
XP_035696132.1	PE_Scaf7255_2.15
XP_035696144.1	PE_Scaf11952_6.5
XP_035696149.1	PE_Scaf8516_1.6
XP_035696173.1	PE_Scaf4608_2.5
XP_035696177.1	PE_Scaf4724_1.8
XP_035696184.1	PE_Scaf2440_4.8
XP_035696189.1	PE_Scaf12326_7.2
XP_035696207.1	PE_Scaf1121_5.5
XP_035696209.1	PE_Scaf11208_4.11
XP_035696219.1	PE_Scaf2844_4.3
XP_035696231.1	PE_Scaf1399_8.5
XP_035696233.1	PE_Scaf4540_1.3
XP_035696240.1	PE_Scaf1623_0.12
XP_035696254.1	PE_Scaf2695_0.2
XP_035696255.1	PE_Scaf12390_2.7
XP_035696257.1	PE_Scaf2145_2.7
XP_035696261.1	PE_Scaf2473_0.0
XP_035696269.1	PE_Scaf12047_1.16
XP_035696270.1	PE_Scaf12047_1.18
XP_035696287.1	PE_Scaf4774_3.12
XP_035696297.1	PE_Scaf11952_3.1
XP_035696304.1	PE_Scaf678_2.7
XP_035696315.1	PE_Scaf1491_1.5
XP_035696318.1	PE_Scaf10545_0.2
XP_035696320.1	PE_Scaf8599_3.9
XP_035696326.1	PE_Scaf10196_3.10
XP_035696372.1	PE_Scaf2870_5.2
XP_035696374.1	PE_Scaf11082_4.8
XP_035696377.1	PE_Scaf11176_1.1
XP_035696383.1	PE_Scaf7978_5.16
XP_035696400.1	PE_Scaf3482_0.8
XP_035696421.1	PE_Scaf7645_7.6
XP_035696424.1	PE_Scaf4003_0.3
XP_035696431.1	PE_Scaf1080_0.6
XP_035696436.1	PE_Scaf6862_0.2
XP_035696480.1	PE_Scaf9844_0.12
XP_035696505.1	PE_Scaf8951_0.4
XP_035696508.1	PE_Scaf8023_4.5
XP_035696513.1	PE_Scaf7946_1.3
XP_035696531.1	PE_Scaf6782_21.4
XP_035696537.1	PE_Scaf11853_1.7
XP_035696549.1	PE_Scaf332_2.6
XP_035696569.1	PE_Scaf5302_8.1
XP_035696604.1	PE_Scaf10079_1.9
XP_035696615.1	PE_Scaf10079_1.15
XP_035696618.1	PE_Scaf8674_3.4
XP_035696619.1	PE_Scaf11769_5.9
XP_035696622.1	PE_Scaf10115_1.7
XP_035696624.1	PE_Scaf11704_11.4
XP_035696643.1	PE_Scaf5230_2.11
XP_035696644.1	PE_Scaf2238_2.7
XP_035696651.1	PE_Scaf4772_4.8
XP_035696687.1	PE_Scaf9780_1.11
XP_035696710.1	PE_Scaf12359_2.6
XP_035696717.1	PE_Scaf10224_0.1
XP_035696722.1	PE_Scaf9830_1.11
XP_035696748.1	PE_Scaf11277_1.11
XP_035696751.1	PE_Scaf4282_8.9
XP_035696782.1	PE_Scaf8483_3.5
XP_035696799.1	PE_Scaf4282_2.16
XP_035696810.1	PE_Scaf10033_4.1
XP_035696813.1	PE_Scaf6943_5.10
XP_035696817.1	PE_Scaf7645_6.8
XP_035696879.1	PE_Scaf10320_4.21
XP_035696880.1	PE_Scaf10859_0.10
XP_035696902.1	PE_Scaf2783_3.6
XP_035696907.1	PE_Scaf65_0.4
XP_035696912.1	PE_Scaf6980_3.3
XP_035696913.1	PE_Scaf7978_4.9
XP_035696917.1	PE_Scaf11704_7.2
XP_035696935.1	PE_Scaf12464_3.3
XP_035696941.1	PE_Scaf2383_10.5
XP_035696950.1	PE_Scaf7645_5.4
XP_035696967.1	PE_Scaf6474_4.6
XP_035697073.1	PE_Scaf3419_2.6
XP_035697077.1	PE_Scaf6982_1.4
XP_035697080.1	PE_Scaf1933_1.1
XP_035697081.1	PE_Scaf3956_2.5
XP_035697089.1	PE_Scaf5300_2.5
XP_035697091.1	PE_Scaf9124_0.2
XP_035697099.1	PE_Scaf7795_2.1
XP_035697100.1	PE_Scaf2959_0.2
XP_035697102.1	PE_Scaf3460_13.12
XP_035697119.1	PE_Scaf7795_0.3
XP_035697129.1	PE_Scaf7656_9.3
XP_035697134.1	PE_Scaf11704_9.11
XP_035697138.1	PE_Scaf5300_3.6
XP_035697144.1	PE_Scaf3331_9.2
XP_035697146.1	PE_Scaf2383_9.5
XP_035697152.1	PE_Scaf12585_5.5
XP_035697157.1	PE_Scaf9015_0.3
XP_035697166.1	PE_Scaf10353_2.18
XP_035697168.1	PE_Scaf6791_0.3
XP_035697170.1	PE_Scaf2383_10.4
XP_035697171.1	PE_Scaf864_3.0
XP_035697175.1	PE_Scaf9895_0.14
XP_035697178.1	PE_Scaf2721_2.9
XP_035697179.1	PE_Scaf8991_10.12
XP_035697183.1	PE_Scaf1234_1.11
XP_035697187.1	PE_Scaf7291_4.2
XP_035697198.1	PE_Scaf7656_9.9
XP_035697204.1	PE_Scaf7130_8.27
XP_035697218.1	PE_Scaf8991_6.15
XP_035697237.1	PE_Scaf10005_7.3
XP_035697244.1	PE_Scaf8991_6.9
XP_035697249.1	PE_Scaf6980_1.11
XP_035697276.1	PE_Scaf3331_8.15
XP_035697281.1	PE_Scaf6782_19.11
XP_035697321.1	PE_Scaf7795_7.2
XP_035697322.1	PE_Scaf7186_3.3
XP_035697344.1	PE_Scaf8423_3.3
XP_035697345.1	PE_Scaf7978_5.10
XP_035697346.1	PE_Scaf8023_2.3
XP_035697356.1	PE_Scaf11704_10.2
XP_035697357.1	PE_Scaf8991_7.1
XP_035697365.1	PE_Scaf248_11.3
XP_035697367.1	PE_Scaf735_10.3
XP_035697378.1	PE_Scaf11362_9.2
XP_035697383.1	PE_Scaf6195_1.27
XP_035697386.1	PE_Scaf4948_0.9
XP_035697387.1	PE_Scaf10353_1.4
XP_035697409.1	PE_Scaf4197_5.12
XP_035697412.1	PE_Scaf9704_1.6
XP_035697426.1	PE_Scaf8483_4.9
XP_035697427.1	PE_Scaf3331_8.8
XP_035697469.1	PE_Scaf7795_0.11
XP_035697470.1	PE_Scaf9829_16.2
XP_035697474.1	PE_Scaf12256_2.8
XP_035697488.1	PE_Scaf8599_3.11
XP_035697491.1	PE_Scaf11704_4.2
XP_035697492.1	PE_Scaf9763_4.2
XP_035697493.1	PE_Scaf6982_1.5
XP_035697494.1	PE_Scaf2022_3.10
XP_035697497.1	PE_Scaf6980_2.5
XP_035697504.1	PE_Scaf10115_6.9
XP_035697510.1	PE_Scaf10115_6.11
XP_035697511.1	PE_Scaf1248_2.4
XP_035697523.1	PE_Scaf147_0.3
XP_035697532.1	PE_Scaf864_3.11
XP_035697546.1	PE_Scaf7795_7.3
XP_035697547.1	PE_Scaf3560_10.8
XP_035697560.1	PE_Scaf7657_19.3
XP_035697566.1	PE_Scaf11449_3.8
XP_035697582.1	PE_Scaf5302_12.7
XP_035697587.1	PE_Scaf2139_3.7
XP_035697604.1	PE_Scaf4145_5.1
XP_035697611.1	PE_Scaf864_3.26
XP_035697619.1	PE_Scaf1846_13.2
XP_035697623.1	PE_Scaf10232_3.2
XP_035697628.1	PE_Scaf669_2.6
XP_035697638.1	PE_Scaf2216_6.2
XP_035697656.1	PE_Scaf1846_13.3
XP_035697657.1	PE_Scaf5300_2.11
XP_035697665.1	PE_Scaf11277_0.2
XP_035697667.1	PE_Scaf4426_1.5
XP_035697669.1	PE_Scaf8410_3.3
XP_035697677.1	PE_Scaf1633_1.1
XP_035697684.1	PE_Scaf983_3.3
XP_035697686.1	PE_Scaf6782_14.13
XP_035697687.1	PE_Scaf4474_13.16
XP_035697705.1	PE_Scaf5778_3.7
XP_035697717.1	PE_Scaf6520_2.3
XP_035697727.1	PE_Scaf9513_1.10
XP_035697736.1	PE_Scaf7645_7.5
XP_035697748.1	PE_Scaf7521_2.5
XP_035697749.1	PE_Scaf12597_2.4
XP_035697793.1	PE_Scaf9895_0.9
XP_035697800.1	PE_Scaf3157_2.15
XP_035697802.1	PE_Scaf743_0.5
XP_035697819.1	PE_Scaf8432_0.6
XP_035697826.1	PE_Scaf881_1.6
XP_035697838.1	PE_Scaf9564_1.5
XP_035697840.1	PE_Scaf12192_4.8
XP_035697853.1	PE_Scaf3687_12.8
XP_035697854.1	PE_Scaf9769_2.4
XP_035697868.1	PE_Scaf3886_6.2
XP_035697885.1	PE_Scaf6943_4.8
XP_035697891.1	PE_Scaf3444_6.2
XP_035697893.1	PE_Scaf2783_3.9
XP_035697894.1	PE_Scaf174_5.10
XP_035697903.1	PE_Scaf70_1.17
XP_035697904.1	PE_Scaf983_5.21
XP_035697905.1	PE_Scaf11226_7.17
XP_035697924.1	PE_Scaf12327_0.8
XP_035697930.1	PE_Scaf7795_11.4
XP_035697938.1	PE_Scaf6846_2.9
XP_035697942.1	PE_Scaf8250_5.5
XP_035697945.1	PE_Scaf1496_0.4
XP_035697976.1	PE_Scaf6846_2.15
XP_035698003.1	PE_Scaf669_3.3
XP_035698015.1	PE_Scaf6873_1.9
XP_035698017.1	PE_Scaf3936_3.10
XP_035698029.1	PE_Scaf6887_2.1
XP_035698036.1	PE_Scaf6997_15.8
XP_035698037.1	PE_Scaf8534_1.24
XP_035698048.1	PE_Scaf9099_12.11
XP_035698049.1	PE_Scaf1846_15.5
XP_035698056.1	PE_Scaf10910_0.1
XP_035698063.1	PE_Scaf3228_14.7
XP_035698115.1	PE_Scaf2383_1.4
XP_035698149.1	PE_Scaf8416_18.8
XP_035698154.1	PE_Scaf2022_2.8
XP_035698166.1	PE_Scaf9769_1.1
XP_035698168.1	PE_Scaf12379_6.8
XP_035698185.1	PE_Scaf6897_3.8
XP_035698238.1	PE_Scaf8049_7.10
XP_035698266.1	PE_Scaf2310_0.3
XP_035698273.1	PE_Scaf4671_8.9
XP_035698289.1	PE_Scaf3092_7.7
XP_035698292.1	PE_Scaf3092_7.6
XP_035698294.1	PE_Scaf273_5.4
XP_035698302.1	PE_Scaf12522_5.4
XP_035698303.1	PE_Scaf12358_16.1
XP_035698306.1	PE_Scaf11656_3.5
XP_035698335.1	PE_Scaf10305_3.3
XP_035698336.1	PE_Scaf9484_0.13
XP_035698341.1	PE_Scaf6646_1.3
XP_035698350.1	PE_Scaf3701_1.9
XP_035698359.1	PE_Scaf3701_1.6
XP_035698375.1	PE_Scaf6520_7.3
XP_035698376.1	PE_Scaf12660_3.6
XP_035698391.1	PE_Scaf571_1.15
XP_035698408.1	PE_Scaf12509_8.4
XP_035698409.1	PE_Scaf1830_0.6
XP_035698418.1	PE_Scaf1867_0.8
XP_035698507.1	PE_Scaf10076_12.1
XP_035698523.1	PE_Scaf2318_1.8
XP_035698531.1	PE_Scaf5334_4.3
XP_035698532.1	PE_Scaf12344_4.4
XP_035698533.1	PE_Scaf4756_21.3
XP_035698534.1	PE_Scaf1564_1.27
XP_035698565.1	PE_Scaf10749_0.3
XP_035698566.1	PE_Scaf6903_6.6
XP_035698575.1	PE_Scaf12509_11.2
XP_035698577.1	PE_Scaf2318_1.12
XP_035698580.1	PE_Scaf4474_4.6
XP_035698584.1	PE_Scaf4802_8.13
XP_035698595.1	PE_Scaf7761_0.10
XP_035698603.1	PE_Scaf7530_2.6
XP_035698605.1	PE_Scaf3284_13.11
XP_035698607.1	PE_Scaf6287_3.2
XP_035698608.1	PE_Scaf8807_4.18
XP_035698612.1	PE_Scaf789_1.10
XP_035698614.1	PE_Scaf11908_0.7
XP_035698618.1	PE_Scaf3284_9.8
XP_035698634.1	PE_Scaf9912_2.5
XP_035698638.1	PE_Scaf8049_11.4
XP_035698733.1	PE_Scaf9332_1.3
XP_035698737.1	PE_Scaf9484_0.15
XP_035698760.1	PE_Scaf273_5.5
XP_035698765.1	PE_Scaf1183_2.7
XP_035698768.1	PE_Scaf2452_2.4
XP_035698781.1	PE_Scaf10454_0.7
XP_035698812.1	PE_Scaf8120_1.12
XP_035698813.1	PE_Scaf1994_1.3
XP_035698814.1	PE_Scaf6582_7.5
XP_035698816.1	PE_Scaf4756_22.10
XP_035698829.1	PE_Scaf5012_3.4
XP_035698832.1	PE_Scaf12522_4.10
XP_035698842.1	PE_Scaf3463_4.4
XP_035698844.1	PE_Scaf6903_5.3
XP_035698867.1	PE_Scaf3071_2.13
XP_035698895.1	PE_Scaf9931_4.6
XP_035698910.1	PE_Scaf273_6.11
XP_035698912.1	PE_Scaf8952_8.1
XP_035698913.1	PE_Scaf3707_2.14
XP_035698914.1	PE_Scaf390_0.34
XP_035698939.1	PE_Scaf7084_1.2
XP_035698940.1	PE_Scaf2861_1.3
XP_035698942.1	PE_Scaf4821_2.9
XP_035698943.1	PE_Scaf4821_2.8
XP_035698952.1	PE_Scaf6520_8.2
XP_035698953.1	PE_Scaf6149_3.10
XP_035698957.1	PE_Scaf8096_4.12
XP_035698958.1	PE_Scaf11700_6.3
XP_035698959.1	PE_Scaf3472_9.6
XP_035698975.1	PE_Scaf1076_4.6
XP_035698977.1	PE_Scaf1076_4.5
XP_035698992.1	PE_Scaf4802_8.12
XP_035699001.1	PE_Scaf12423_9.4
XP_035699005.1	PE_Scaf3360_0.9
XP_035699009.1	PE_Scaf10305_23.11
XP_035699013.1	PE_Scaf12423_11.7
XP_035699015.1	PE_Scaf5545_2.12
XP_035699022.1	PE_Scaf7084_0.7
XP_035699023.1	PE_Scaf8096_0.2
XP_035699027.1	PE_Scaf3472_9.5
XP_035699030.1	PE_Scaf3472_9.7
XP_035699064.1	PE_Scaf3471_2.6
XP_035699068.1	PE_Scaf4671_8.3
XP_035699080.1	PE_Scaf5783_5.14
XP_035699098.1	PE_Scaf9484_0.16
XP_035699101.1	PE_Scaf2973_17.12
XP_035699102.1	PE_Scaf3508_1.11
XP_035699110.1	PE_Scaf6195_1.25
XP_035699111.1	PE_Scaf9484_0.11
XP_035699139.1	PE_Scaf4821_1.3
XP_035699150.1	PE_Scaf11226_5.2
XP_035699152.1	PE_Scaf9468_1.6
XP_035699165.1	PE_Scaf5094_4.10
XP_035699166.1	PE_Scaf5170_0.5
XP_035699167.1	PE_Scaf7547_3.5
XP_035699168.1	PE_Scaf12509_8.3
XP_035699169.1	PE_Scaf5170_0.15
XP_035699188.1	PE_Scaf6494_7.4
XP_035699194.1	PE_Scaf9804_0.6
XP_035699199.1	PE_Scaf1830_0.13
XP_035699207.1	PE_Scaf9962_1.15
XP_035699210.1	PE_Scaf498_7.8
XP_035699212.1	PE_Scaf12522_15.3
XP_035699219.1	PE_Scaf5717_3.11
XP_035699228.1	PE_Scaf11148_5.12
XP_035699229.1	PE_Scaf1532_1.9
XP_035699230.1	PE_Scaf2087_0.13
XP_035699231.1	PE_Scaf1532_1.8
XP_035699232.1	PE_Scaf1532_1.10
XP_035699247.1	PE_Scaf3413_8.3
XP_035699250.1	PE_Scaf10921_0.4
XP_035699271.1	PE_Scaf4671_3.6
XP_035699272.1	PE_Scaf11661_23.3
XP_035699282.1	PE_Scaf6310_5.7
XP_035699287.1	PE_Scaf4510_23.3
XP_035699288.1	PE_Scaf4194_8.6
XP_035699321.1	PE_Scaf4833_0.2
XP_035699322.1	PE_Scaf9332_2.6
XP_035699329.1	PE_Scaf4497_2.4
XP_035699343.1	PE_Scaf8049_11.5
XP_035699353.1	PE_Scaf10214_2.0
XP_035699363.1	PE_Scaf7521_0.7
XP_035699382.1	PE_Scaf6724_6.9
XP_035699393.1	PE_Scaf6724_3.4
XP_035699395.1	PE_Scaf6520_11.3
XP_035699418.1	PE_Scaf10657_11.4
XP_035699419.1	PE_Scaf3228_3.6
XP_035699421.1	PE_Scaf8096_4.15
XP_035699422.1	PE_Scaf6724_6.8
XP_035699431.1	PE_Scaf11982_10.17
XP_035699440.1	PE_Scaf11360_1.17
XP_035699447.1	PE_Scaf10657_10.4
XP_035699453.1	PE_Scaf3284_8.3
XP_035699454.1	PE_Scaf5334_3.5
XP_035699463.1	PE_Scaf2142_1.14
XP_035699467.1	PE_Scaf3228_9.6
XP_035699471.1	PE_Scaf3228_14.4
XP_035699473.1	PE_Scaf7487_2.3
XP_035699527.1	PE_Scaf4051_2.4
XP_035699540.1	PE_Scaf8669_3.5
XP_035699583.1	PE_Scaf9912_0.1
XP_035699584.1	PE_Scaf10270_0.7
XP_035699614.1	PE_Scaf8120_1.7
XP_035699638.1	PE_Scaf12522_3.8
XP_035699643.1	PE_Scaf6585_0.4
XP_035699663.1	PE_Scaf3967_8.3
XP_035699668.1	PE_Scaf11726_4.10
XP_035699697.1	PE_Scaf6724_7.6
XP_035699714.1	PE_Scaf10305_13.4
XP_035699735.1	PE_Scaf3284_8.2
XP_035699738.1	PE_Scaf2318_1.7
XP_035699777.1	PE_Scaf10270_0.12
XP_035699792.1	PE_Scaf4671_9.8
XP_035699797.1	PE_Scaf189_0.8
XP_035699823.1	PE_Scaf1076_7.2
XP_035699826.1	PE_Scaf189_0.4
XP_035699831.1	PE_Scaf4051_1.7
XP_035699848.1	PE_Scaf1183_5.0
XP_035699853.1	PE_Scaf2926_5.5
XP_035699859.1	PE_Scaf9912_1.2
XP_035699878.1	PE_Scaf3284_13.7
XP_035699880.1	PE_Scaf7701_3.8
XP_035699884.1	PE_Scaf156_4.7
XP_035699885.1	PE_Scaf8248_2.3
XP_035699899.1	PE_Scaf7430_4.5
XP_035699904.1	PE_Scaf4194_13.12
XP_035699905.1	PE_Scaf11704_2.7
XP_035699942.1	PE_Scaf8248_0.1
XP_035699947.1	PE_Scaf5038_3.6
XP_035699965.1	PE_Scaf6576_6.4
XP_035699969.1	PE_Scaf4803_1.1
XP_035699972.1	PE_Scaf4051_1.8
XP_035700018.1	PE_Scaf4051_2.5
XP_035700019.1	PE_Scaf5185_0.15
XP_035700029.1	PE_Scaf1183_0.3
XP_035700036.1	PE_Scaf390_0.33
XP_035700060.1	PE_Scaf3092_5.5
XP_035700069.1	PE_Scaf6646_2.10
XP_035700075.1	PE_Scaf8554_5.12
XP_035700076.1	PE_Scaf8807_4.15
XP_035700083.1	PE_Scaf1183_6.7
XP_035700127.1	PE_Scaf5970_1.3
XP_035700128.1	PE_Scaf5970_0.4
XP_035700186.1	PE_Scaf12427_30.27
XP_035700198.1	PE_Scaf604_6.13
XP_035700212.1	PE_Scaf10279_1.7
XP_035700225.1	PE_Scaf2160_3.7
XP_035700226.1	PE_Scaf8410_6.3
XP_035700235.1	PE_Scaf11148_1.5
XP_035700238.1	PE_Scaf717_4.7
XP_035700241.1	PE_Scaf8312_1.9
XP_035700253.1	PE_Scaf12200_2.1
XP_035700261.1	PE_Scaf11214_9.5
XP_035700266.1	PE_Scaf4709_3.2
XP_035700291.1	PE_Scaf11704_5.6
XP_035700292.1	PE_Scaf1003_2.5
XP_035700314.1	PE_Scaf7874_2.7
XP_035700353.1	PE_Scaf145_9.4
XP_035700357.1	PE_Scaf2087_0.8
